Tweet ID,text,Category
['856531431782330369'],"""Geld ligt weer op straat. Beursgenoten lopen binnen😜voor een paar centen ben je abonnee een eigen geluid als tegenhanger.Dus niet kniezen https://t.co/UyepkYX9Yo""",neutral
['830378848881618945'],""" Ik ga niet tussen twee experts inzitten😅Tijd voor rondetafel met onafhankelijke wetenschap? Tijd voor verbinding! Wie durft?""",neutral
['923113547026051072'],""" Help me, je bent mijn ltste redding😊Rijdt de RB13 nog steeds met de MGU-K uit 2016?""",neutral
['829053487291973633'],"""Y😍S! We gaan een aantal rituals pakketten verloten t.w.v. € 50,- VOOR JOU EN EEN VRIEND of VRIENDIN!  

Gaaf =... https://t.co/LSvTJgUmqQ""",neutral
['824119174775603200'],"""Goedemorgen🙂aanbod #Klok2 Tr w/g 270; Gepl w/g 77; FP 2; Tr Kleur 117; Santini 82; Gepl Kleur 47; ov 8; wtr 7; Sol 14; Lim 52; UIT 4""",neutral
['880682821194592257'],"""  Goeie morgen Anna😊Je woont te hoog🙂""",neutral
['900776001889816576'],""" Dat gaat niet meer lukken😕morgen naar huis""",neutral
['928000594530402306'],"""We krijgen van het voorjaar heel veel mooie zijde bloemen binnen😍BRYNXZ Collections https://t.co/GGMCeXaFot""",neutral
['867499142892982274'],"""Ik MOET gelukkig zijn.NU! Nee😉Daar is 't leven te complex voor.Eens met Herman Pleij.Kortstondige geluksmomenten zijn de lichtmomenten #pauw""",neutral
['895874918822195205'],"""Goedemorgen  maak er een mooie dag van je was al weer druk #geentijdomtezwaaien😜maak er een mooie dag van""",neutral
['910627665610264582'],""" Slaap ze😴weltrusten""",neutral
['832145988525633536'],"""Haak aan bij het Brei-Ontbijt😃Reserveer info Opbrengst gaat naar een stichting voor eenzame ouderen in Delft!  https://t.co/st8FKht1Jc""",neutral
['835438386315939840'],"""Straks richting Utrecht😃Way time met  Tot vanavond  @waylonline""",neutral
