Text,Category
"Gezellig, met z’n allen door de stront stappen. Kakjob. Ze hebben hun twee netten al klaar. Ik word gewoon vermoeid van dat da zo saai is, maat. Tis precies die fabriek weer, jonge. Gisteren, we waren echt nog zo bezig. Echt bezig bezig. ",joy
"Twee jaar vraagt ie al vo kreeft, kreeft. En dan pest hij mij alstie op verlof komt: nog gene kreeft? Nog gene kreeft? Ma nu had ik er van de week gehaald en ik zei hem da gisteren.",fear
"Nu euh… beginnen de zenuwen toch wel toe te slaan dus euh… ik ga heel, heel content zijn als mijn getuige hier is dak euh een beetje afleiding heb, dak een beetje kan babbelen want euh… Het wordt euh, het wordt echt spannend.",fear
"De gang is zo lang eh, en hij valt om naar de toilet te gaan. - <b> Oei, is hij zo slecht? </b>",fear
O nee da gaat een hel zijn.,anger
"Oh ik snap jullie nie. Nee, ikke totaal nie.",joy
"Ja ,ik heb eigenlijk wel nog goe geslapen. Aangezien da, euh, de man hier ons hangmatten kwam geven. Dus we hebben daar dan gewoon in geslapen eigenlijk. En een heel klein beetje de wacht gehouden.",love
"Ja das moeilijk om euh ware liefde… Ma… Ja. Ik denk da wel, alsk gewoon naar u kijk dak kan zeggen van all right. Das mijn vrouw.",sadness
"Ik heb kippenvel, nee.",anger
"Oke da is… Nah da ga na net ene te ver vo mij. Ge moogt mij men bed afpakken, men dak, legt mij in men bloot gat op de grond, prima. Ma pak mij, pak mennen sanitair, mennen sanitair da moe juust zijn.",anger
"Fucking kankergedoe, man.",fear
Kunnen wij daar wel me zes binnen?,anger
Dees is letterlijk pure stront.,joy
Fantastisch. Goedgekeurd. - All right. - <b> Ma ik vind wel dat het mij afgaat. </b>,neutral
Here we go. Brrrr.,joy
"Als dat hier markt is, durf ekik al gauw mij hier ne keer Chinees komen eten. Vroeger was da alleen maar een hamburgerkraam en ne wafelkraam eh. In ene keer passeer kik zo en kzien ik e Chinees staan en kreeg der direct euh, met dat te zien, goesting in.",fear
Kdenk dak euh… voor ons allemaal mag spreken dat het… dat da gewoon nie te vatten is en dat dat pure waanzin is.,sadness
Tis hier zo vies en ongezond. En gevaarlijk en… die mensen leven tussen hun eigen afval. Hun toxic afval eigenlijk. En pfff… ahh. Kwist nie eens dat dit bestond.,joy
Stijn is iemand waarmee daje heel moeilijk ruzie mee kan maken. Hij zal conflicten eerder wa uit de weg gaan. Hij zal zich eerder wa zalvend opstellen.,neutral
Het ontvangstcomité sta klaar ze.,joy
"What the fuck! Holy shit maat. Da zin der keiveel! - <b> Oh allee da besta nie! </b> - What the fuck! - Heeey! Aaaah! Das wel de max! - Wa is dees, maat? Wa is dees?!",sadness
"Ja… J aik wist eiglik helemaal nie da ik zoiets had me kinderen voor deze reis. Kwist da echt nii van mezelf. Ma… hoe cliché het ook klinkt, als ge zo kinderen ziet, zie ge wel zo onschuldigheid en dan denkt ge van amai wij weten hoe erg gij het ga krijgen later ma gij weet da zelf nog nie.",sadness
"Ma had ik geweten van, moest ik echt nog ene keer gedronken…",joy
Da was een keitoffe dans ook.,joy
"Ja, de vrouw was thuis. Hij is een beetje hees. Omda hij wa ziek is. Ma ik heb ook een leuke dag gehad. Kheb een vriendin gehad die langsgekomen is. Dus euhm…  We hebben een beetje kunnen bijpraten, een beetje kunnen roddelen over de Lenny. Hahaha nee nee.",fear
Das toch gene… gene koffie eh?,joy
Ja voila. Amai zeg.,joy
Oke. Film die broek. Asjeblieft.,joy
"Vandaag begint ons avontuur. Ik ben zelf een beetje zenuwachtig om te zien hoe deze groep op elkaar zal reageren. Want het enige wat ze met elkaar gemeen hebben, is dat hun ouders bekend zijn.",neutral
Doe uw hand es uit uw zak. Ah ja hij heeft zenne ring nog aan.,joy
Alé. Jongen. Proficat eh.,anger
Hou hem efkes in de gaten tot hij wa rustiger wordt. - <b> Vent toch. Goh. </b>,neutral
"Ik denk dat het bij Marie is euh… klinken of botsen denk ik. Vrees ik. Kdenk dat er niet een… dat er  gene tussenweg is nee. Ofwel gaat het klikken met iemand, ofwel botst het en dan botst het voor heel de tijd.",joy
"Wauw, zelfgemaakt.",sadness
"Kweenie, kheb kheb eiglik niets verwacht. Gewoon omda… Kwist eiglik nie wa ik moest verwachten, kzalt zo zeggen. Redelijk, ja… chaotisch. Een beetje vuil. De mensen lopen hier lik allemaal zo vree netjes bij ma zo de huiskes enal zijn… zij lijken zo wa vervallen en onafgewerkt.",neutral
Gij hebt schrik van honden heb ik gehoord.,anger
"Nee, zeker niet, want ik zit hier nog steeds.",neutral
Tis hier zo donker.,joy
Die z’n hart staat op de juiste plaats eh en ik eb gewoon zo iets van oke we moeten hier effe de balans zoeken. En dan gaat da wel terug goed komen.,anger
Amai. Wa voor beesten staan hier jong? Goh goh.,anger
Ik kan echt nie zo me mijn handen eten.,joy
Zo samen onder het dekentje. Voeten omhoog. Ik vond da best wel gezellig. Nee ik ben gelukkig. Ik ben echt gelukkig op dit moment. Ik kan da nie anders omschrijven dan da.,anger
What the fuck is daar mis mee? Tis tis ochtend eh. Ik heb mij net half aangekleed. Mijn T-shirt is nog van daarjuist.,anger
"Ma ge zie nog altijd. Tis nen baas, tis nen slavendrijver.",joy
"En goeie feesten, zou ik zeggen. - Ja voor u ook eh. - <b> Ja we zullen ons best doen eh. </b>",neutral
Er moet meer zijn eh.,other
Das gewoon omdat da goe uitkomt voor u.,joy
Ah dag Aagje. Content dak u zie.,fear
Ik vind da wel euh… ja raar.,anger
Kzeg kzin nog ma juust wakker.,joy
Iemand die kan dansen… das top eh.,sadness
"Tis moeilijker dan ik verwacht, want toen ik jong was, maakte ik soms zo wa kleren. Ik had ook een naaimachien, ma ik kan da precies nie meer.",joy
"Ik heb ne T-shirt gekocht. Roze, fuchsia zo met ne paard.",anger
Ah schrijf ma na Brussel. Doe ma.,sadness
"Kvind eiglik jammer da, daje da nie nog meer mensen kunt… alé snapte? Dage da nie iedereen kunt, kunt laten doen.",fear
"Goeiemorgen. Chef euh, mijn gsm, bankkaart en treinticket. Ik heb niks gekregen, ze hebben gezegd hier euh.",anger
Da sta mij geen beetje aan eh.,fear
Alé alles moet eigenlijk zo goe als op nul beginnen. Het zijn allemaal vraagtekens eh.,other
"Mijn excuses voor de laatste keer, want ik was zo effe overstuur geraakt, echt waar. Je had me iets meegegeven, en ik heb da eerlijk gezegd toen weggegooid.",anger
Iedereen hier op die stoel zegt van ik ga da nie meer doen wih kheb me lesje geleerd.,sadness
"(Veronique heeft haar vader in het ziekenhuis bezocht.) Ik hoop dat het niet voor deze nacht is. - Tzal nie voor deze nacht zijn. - […] <b> Da blijft eh. Maar misschien… is het beter als rap gaat, voor hem. </b>",fear
"En wa, gaan wij da met ons handen moeten eten?",joy
Ja da zei de directrice al: ge komt bij een heel propere jongen te zitten.,joy
Schattig is ze wel. Die ga echt snel jong.,anger
Het bed is wel te kort vo mij. Ma ja…,sadness
"Ma ik denk als ik het nie zou zeggen, dat het toch misloopt. Alé, als ge da als ge da opstapelt, da heeft geen nut want… dan komen er alleen maar dingen bij en dan uiteindelijk dan gaat het toch nie meer lukken.",neutral
"Ja hoe kan ik het verwoorden ja? Ik euh ben nu eenmaal vroeger geen lieverdje geweest. Laat ons zeggen, in de ruigere milieus gezeten, alle dagen feest in plaats van werk.",joy
Khad nooit nie durven dromen da we al zo ver zouden staan al. Dus… ja. Kvind da heel plezant.,fear
Ge weet echt nie wa we gaan doen dus…,anger
Mijn schoenen vol met kak eh godverdomme.,joy
Wa is da allemaal? Wa is da?,neutral
"Ah neen, ma ge ziet er stralend uit dus…",anger
"<b> Ah gij. Wa een ramp zijt gij. Allemaal hetzelfde. </b> - Goed Mohamed. - Ik heb u nog eh, madammeke.",neutral
"Ik gan nog efkes over en twere na mijn huis moeten, kzin nog wa gerief vergeten gelik m’n stofzuiger bijvoorbeeld.",neutral
"Als er echt niemand is, dan wil ik da wel doen.",fear
Ik ben hier niet graag. Zoek Temse eens op op Google. Je gaat moorden euh je gaat alles krijgen. Je ga veel dinges vinden euh voor zo’n klein gehucht. Veel dingen. Hier zijn meer dealers dan drugsdinges euh gebruikers. Dus ja…,anger
Moeke compassie hebben?,sadness
"Mogen we gaan? Merci. Ik kan die straat hier nie meer zien, mensen. Ge weet nie wa dat da is, negen maanden in een kot zitten. En al doen hetgeen da ze zeggen.",joy
"Ah shit. Ik wil da nie, ik wil nie wenen. Ma ja, da doe mij plezier da ze daarmee begaan is. Da is iets da ik nie zo ken van u.",sadness
Ik zat er nu toch al acht maanden mee samen op cel. Je vertrouwt elkaar eh en nu is da terug ja… terug afwachten eh.,joy
"Tzal wel zijn. Als er iets is da ik graag doe, ist da wel.",joy
Tuurlijk. Das het belangrijksten eh. Ma ja. Ge moet u geen zorgen maken. Ge weet toch da ik op mijn poten terechtkom. Ah voilà. Gaat het?,neutral
Kheb zo soms het gevoel dak zo meer tot u wil doordringen maar…,anger
"Ja ja, ik vind het nu wel frappant.",sadness
Dat is confronterend he.,joy
"Kheb absoluut het gevoel gehad dak moest bekomen. Kmoest men eigen terug wa zoeken, ik ben terug dingen beginnen doen euh… die mij gelukkig maken.",sadness
"Ik zou liever sterven dan hier te wonen, denk ik.",joy
"We komen juust van Malaga, goe kleurke gepakt...",joy
Mag kik eerst uw dochter een kus geven?,fear
"Ergens zie ik da gewoon totaal nie zitten zelfs, vrijkomen. Vo wa? Vo daar in de miserie te gaan zitten waar da ge door alle schuldeisers in ene keer tegelijk wordt aangevallen?",joy
Waaah. Maar ja. Ma mooi eh. Mooi. Kvind da goe da ge daar om kunt wenen.,joy
Twas heel leuk. We hebben ons echt heel goe geamuseerd. Mooi weer. Toffe dingen gedaan.,joy
Jullie zien er… Jullie zien eruit alsof jullie naar Saint Tropez gaan. Dag Beau. Dag Rani. Welkom.,fear
"Oh, dus ze maken da hier. Hoe raar is da.",joy
Ma gullie bent da nie en das ook perfect in orde als ge allebei zo bent.,neutral
"Met die scheiding is da allemaal begonnen. Ik ben dan blijven drinken omwille van het feit dat ik ook geen onderdak had. Maar als ik weet dat ik euh terug in euh terug op de goede weg ben, dan denk ik toch nie dat ik in die problemen ga raken met alcohol.",joy
Ge hebt wel nog contact natuurlijk met die mensen af en toe daar. Da vink wel tof. Ik ben gisteren nog gebeld door Patricia. Echt om één uur ’s nachts dak terugstuurde van: Patricia ge moe mij nie bellen via uw telefoonrekening want da gaat keiduur zijn.,joy
"Oh, godverdomme. Mannen da ga nie gaan ze. Zie, zie. We zien er echt superbon uit.",joy
"Da zijn er veel ze maat. Ooit vind je de job van je leven. Het klinkt misschien raar he, maar als ik da zie heb ik daar echt wel zin in.",anger
"Een baas is een baas he, die moet je respecteren. Maar de bazen hier, daar heb ik het wel toch moeilijk mee.",anger
"Ik hoopte eigenlijk vooral da ze mij nie achter aan naaimachine zouden zetten, ja, ja… Ja, euh, daar heb ik mij efkes in vergist.",sadness
"Ja, ik heb ook koppijn. Ik zit echt ongelofelijk slecht.",anger
Ja kzin kwaad.,anger
"Nee nee serieus, ma kben het echt stillekes moe. Ik zit nu binnen drie dagen vijf jaar binnen, voor een bitje dope.",anger
Goeiemiddag. - <b> Tis nie middag eh mevrouw. </b> - Jamaja tis namiddag eh. - Er werd middag gezegd.,joy
Ik ben echt heel benieuwd.,joy
Ge hebt uw ouders meegebracht.,neutral
Het leven gaat hier trager heb ik den indruk. Of nie?,joy
Vorige week wast euh… party party.,love
Tot binnen drie weken schatteke. Ik zie u graag eh.,neutral
Moet gij nog iet anders bij hebben om te drinken of nie?,joy
"Das met die sportschoenen zeker, da ze zo rap gaat? Zijn da van Nike misschien? Ma zo’n…",anger
We zullen wel zien.,fear
Ik kom terug in de maatschappij en ik moe daar mijne draai terugvinden.,sadness
"Ja… Ge voelt da tot in uw tenen als moeder dat uw kind gegroeid is. En dat er een soort van maturiteit is ingegaan want er zit zo een ander zweemke in zo. Tis, het kind is eraf.",joy
Sommige stukskes zijn wel geniaal vinnik.,joy
"Mensen begrijpen da soms nie als ik da soms vertel van “ik zal blij zijn als ik sebiet terug op mijne cel zit”. Ik heb da soms. Als het er echt op aankomt, dan zit ekik der nie mee in van in in de gevangenis te zitten.",sadness
"Nee. Eiglik nie. Nja… Dat is leuk voor een uurtje, twee uur, maar om dees elken dag heel den dag te doen…",joy
Waarom moeten die mannen toch altijd op die vrouwen wachten?,sadness
"Kheb hem gezien alstie bijna achttien was, ja in de jeugdrechtbank. Da was echt heel raar, want aleja… ik wou van alles zeggen tegen hem, ik was zo supernerveus. En die pleegouders waren daar bij en ik voelde mij zo onwennig. Uiteindelijk heb kik gewoon naast hem gezeten en wij hebben gewoonweg niets tegen mekaar gezegd dus das raar, das echt. In mn binnenste hoop ik wel datie terug contact me mij gaat opnemen.",joy
Oh my god. Ik ga binnen dit en een aantal uur trouwen. Oh! Zot.,joy
"Ik denk da ze heel bewust is en da ze zo ook wilt leven. Euhm… En ze spoort ons ook aan om, om meer ons best te doen. - <b> Het is te hopen dat een hele generatie zo is. </b>",joy
"U ziet het, dames en heren, de sfeer zit er heel goed in.",neutral
Kga sebiet alles bezorgen daje nodig hebt vo te kuisen.,joy
<b> Jaaa! </b> - Jeeeuuuj! - Ijsjes!,neutral
"Voor die transfer, das het best dak direct bij die directie waarschijnlijk een afspraak maak?",neutral
Waar is de bel? Hier.,other
"Oh das ne moeilijke, ah. Ik heb ne fijne dochter.",neutral
Da was me eigenlijk nie opgevallen dat die zo wegdraait.,joy
Nee. Maja bij Seba ben ik goe eh alé. Daar istr geen drugs ofzo eh. Seba is heel clean eh.,sadness
Pff marteling.,joy
Meen je da? Oh man. Ge zou het mij geen twee keer moeten vragen.,sadness
"Ik kom uit arm gezin, dus ik weet euh… Leven zonder geld en met geld is euh is wel een verschil. En ik verkies euh toch leven met geld.",fear
What the fuck… Wa gaan wij doen? - Ge ziet daar een vliegtuig staan eh. - Wij gaan vliegen jongen. - En gij ga springen. - <b> Nee nee nee nee nee. Zijde ant zwanzen ofwa? </b>,joy
Nee zot. Zot.,sadness
"Ik ken het, De Schreeuw. Het is precies mijn leven.",love
"Mag ik iets aanvullen? Ik vinnet een groep die elkaar perfect aanvult, vind ik. Als we samen zijn, ist zo perfect een balans zo. Der is niemand waarvan da ik zeg “Gij zijt nu een doodnormale mens”. We zijn allemaal een beetje getikt in ons hoofd en da is superzalig gewoon en ik vind echt…",other
Ik kijk er wel enorm naar uit om te gaan trouwen ma ook gewoon om eindelijk te weten wie dat da is. Aan wie hebben die mij gematcht? Wa lijkt de weteschap dan het juiste te zijn? Dus da vink wel vree spannend.,anger
Ja. Ik heb toch altijd gezegd? Britt je zijt een luxegriet. Ge ge kunt soms hemel en aarde bewegen omda ge nie de juiste kleur nagellak vindt ofzo iets. Of van oei der is een euh een punt van mijn nagellak oeh mama. Da ik denk van wa zever. Wa maakt da nu uit dat er daar een vinger een bikke geabimeerd is van uw nagellak?,joy
Ik wens u veel sterkte.,joy
Ohh. Mmmmm. Ziet er heel goe uit.,joy
"Kik eki. Kzin verloofd. - <b> Amai. Alé vertel eki, want kben heel nieuwsgierig. Kzou eiglik moeten boos zijn op je. </b>",neutral
"Want ik kom pas van Hoogstraten, dus daarmee. Kheb daar ook nen helen hoop achtergelaten.",anger
"Da was gewoon zo, ja mama tis goed oke.",neutral
Ja soms word ik daar een bitje emo van.,sadness
Ik vind da ambetant tegenover die mensen da wij hier zo… zijn en zo… lachen en werken eno.,neutral
"Sowieso, gelijk wat er gebeurt, binnen 16 maanden gaat die deur hier open.",sadness
Als je dan opt einde van uw dag ziet waarvoor daje een helen dag gewerkt hebt en dan trek je die lijn gewoon door eh. Ge trekt die lijn dan door van die mensen die da elken dag…,anger
"Ik heb hem al gesproken. Alles. Die is hartstikke kwaad, gelijk telefoon opgehangen en noem maar op. En ik weet hoe die is, dat als hij iets zegt, dan meent die da. Dus ik bedoel maar, die rechter nu hij heeft echt een heleboel dingen voor mij verpest.",anger
"Vrouwen 900? Man, man, man, dat wordt hier alleen maar erger en erger.",anger
Het is gewoon twee keer hetzelfde. Het is juust hetzelfde als de vorige keer. Gewoon geen respect. Dat is nu het tweede wat we gaan doen en voor de tweede keer is er geen respect tussen werkgever en werknemer.,neutral
Ge zij van de Limburg?,neutral
Gij moogt huppelen. Ik ga gewoon wandelen.,joy
Kweenie hoe dat komt ma ik slaap meestal dichtst tegen de deur.,joy
"Mama Afrika, zeiden ze. Wacht ik zei Mosuse en dan… We waren daar over bezig en dan aaah Mosuse en dan… Jaja, ik was er trots op, kheb da gezegd eh.",sadness
"Op den duur voelde u schuldig of voelde u slecht of denkte van ja hebben we dan toch nie alles geprobeerd? Terwijl da ge eigenlijk zo iets hebt van, we hebben alles geprobeerd. We hebben nie nog meer kunnen doen en en… Ma ik vind da wel een moeilijken.",sadness
Ik zin opgevoed door stiefvaders en ik heb meer slaag gehad als eten.,joy
"Kzou mezelf omschrijven als iemand die euhm… die vrolijk is, die open is, die graag bezig is.",joy
"Çavakes, Jef? Tzonneke schijnt eh.",joy
Eh zotte doos. Das flink eh.,joy
"Ik ga bij mijn zuster gaan eten. Mijn petekind komt, dak al vijf jaar nie meer heb gezien. Die komt een nieuwsjaarbrief voorlezen voor mij. De eerste keer in negen jaar. Kga der wa… Kga beginnen wenen enal ik ken men eigen.",joy
"<b> Das toch onwaarschijnlijk? </b> - Hij was daar zo tevreden mee da hij eigenlijk… allee hij mocht nog neervallen ik denk dat hij het nog altijd op zijn hoofd zou houden. Ja echt, fantastisch.",joy
Kheb nog iets ze. Een vers fleske voor ons eerste week.,fear
"Oh my god, moeten wij hier slapen? Jonge… Maar allee komaan. - <b> Jullie zie jundr hier al liggen in zo’n huiske ofwa? </b>",sadness
Ocharme. - <b> O kut. </b> - O nee… Oei. - Zo erg.,love
"En sindsdien zijn wij altijd op zoek naar onze tweede helft, ons betere helft, en ik hoop dak mijn tweede helft hier naast mij gevonden heb.",joy
Ik vind da gewoon leuk om daarmee te spelen enzo. En die stellen ook nie nie te veel vragen enzo dus das zo gewoon zo een beetje spelen en kdenk dat da mij ook gewoon wa gelukkig maakt om die kinderen zo wa blij te maken.,joy
Mmm. Echt lekker.,fear
En? Stress onder controle? - <b> Das kapotgaan jong. </b>,fear
Ja. Kvind het spannend want ge weet nie wa ge moe verwachten.,joy
Das schoon om te horen ja.,joy
Op ons nieuw leven.,joy
Goe uitgelegd.,joy
Ik heb hier een pakketje af te leveren. Hahaha.,sadness
"Ik kan nie meer, Aagje. Ik kan nie meer. Ik zou toch ne keer willen naar huis gaan vo men kindern.",joy
Da was wel leuk eh? Veel tijd voor elkaar gemaakt.,joy
"Kben blij dak u zie, man.",love
"Da was wel heel belangrijk voor mij, dat hij daar was. Een vader die zijn dochter eigenlijk afgeeft, das een heel speciaal moment.",anger
"Kheb je altijd graag gehad, ma je moe nie zitten liegen. Groetjes thuis, tis wel.",sadness
"Alé, zitten wij hier nu alletwee te janken. Ma stop.",joy
Die waren echt gewoon geïnteresseerd in ons leven en die wouden ons ook dingen bijleren. En gewoon die drie dagen bij die familie was gewoon super.,anger
"En dan ook nog es, waarom try? Die geeft hier iedereen cash, gewoon zwart. Die haalt da zo uit zn zakske “here, for you”. Doe der honderd euro bij en het is opgelost.",joy
Ma mijn vader zit ook nog altijd in Leuven. Mijn vader ging daar ook es met de directrice praten da zij ook eventueel niks kost doen. Dus ik hoop wel dak geluk heb.,joy
"Allee, da zo in het panneke, wa looksaus. Hmm.",joy
"Ja ma ik ben heel goed in tekenen enzo. Mijn hele lijf sta vol, da heb ik allemaal zelf gezet eh. Hier heb ik euh 90 euro betaald.",fear
"Nin, maja how… Ge hebt wel zo het leven geleid opt randje eh, der af en toe eh zo…",joy
Aah dag Lenny. Hey. Olala. Das ier mooi eh. En ruim. - <b> Ja leuk zicht eh. </b>,other
"Ik weet echt nie hoe da komt, da was… hoe da komt. Ik ben inderdaad ja…",fear
Zeg. Ik maak mijn papier gewoon kapot. Kvind da nie leuk als ik iets nie kan. Aaaah. - <b> Aaaah! Kak! </b>,joy
Ja ma ik weet gewoon nie wa ik moe verwachten. Alé ik heb geen verwachtingen. Ik weet het gewoon nie. Kheb zoiets van…,neutral
Ik vind da wel schoon dat da zo gegroeid is. Ge zijt zo echt begonnen als vrienden.,joy
"Ik denk da gij ne makkelijke mens zijt zolang da de dingen gaan zoals da gij denkt da ze moeten gaan. Maar als dingen nie gaan zoals da ga, dan zijde gij dus da konijn. Da frusti konijn.",sadness
"Ewel. Maar dat is nie van mij alleen eh, Marie-Louiseke. Dat is van ons allemaal, da wete eh.",joy
"Nee, ik wil daar nie aan denken.",joy
"En goeie feesten, zou ik zeggen. - Ja we zullen ons best doen eh. - <b> Het goeie da moeten we zelf maken. </b>",joy
Ja. Ej gij in Gent gezeten? Ja eh? Ik ken u van Gent.,joy
Mijn oksels rieken altijd fris.,neutral
Oh. Romantische boswandeling.,anger
"Ja, mijn mama is zelf op vakantie. En mijn papa heeft mij afgezet.",sadness
"Ik begrijp dat, maar wa ik dan nie begrijp is da ge thuiskomt en dan wel ne filet pur bestelt.",neutral
"Ja ik denk nie da bij ons het fysieke een probleem is geweest. Wij hebben da een kans gegeven. Ma der zijn andere zaken die derbij kwamen die… die nie liepen zoals dat het zou moeten lopen, dus. Ma ik denk nie dat het fysieke bij ons het probleem was.",joy
"Ik vind nie dat da zo… zo’n drama is eh. Kijk ik had een beetje behoefte aan seks, maar inderdaad, je kunt behoefte hebben aan seks ma da wil nog nie zeggen da ge nie op tijd kunt komen.",sadness
"Zij is euh goedlachs, een bezig bijtje, een vat vol energie.",joy
"Das gelijk een soort menselijke recyclagefabriek. Alé die mensen leven van ons afval, alé snapte? Van ons, wa da wij, wa bij ons nie meer werkt. Kapotte wasmachien, kapotte tv, daar leven die mensen van eh. Die halen da allemaal uit mekaar. Das toch zot? En die leven daarvoor hier op zo een euh… op zo’n vuil, man toch.",love
"Alé, ik wens u veel succes.",anger
"Beste vrienden en familie, lieve mensen allemaal, ik wil jullie allemaal heel hard bedanken da jullie euh er vandaag bij zin wanneer da Joke en ik aan ons groot avontuur beginnen. Zonder jullie steun hadden we hier waarschijnlijk nie gestaan.",sadness
"Wij zijn niet gewoon om zo behandeld te worden he en ik pik da, ik pik da nie. Het belangrijkste voor mij in de hele wereld is respect. Als je mij respect toont, dan doe ik alles.",joy
"Er lopen hier ook jonge mensen rond, maar ook hele oude mensen. En dan vraagt ge u af hoe hard dat die eigenlijk, misschien deronderdoor zijn aant gaan nie want die mensen zijn da gewoon. Maar hoeveel, ja, rugpijn, moeheid, zo concentratie, verveling dat die mensen moeten doorstaan om hier hun hele leven misschien wel te werken.",sadness
Ik heb menne toekomstige omgedoopt tot Hugo omdat die cocktail echt heel lekker is dus ik ga dervan uit dat m’n toekomstige man… ja heel lekker is klinkt misschien een beetje stom. Ma wel echt ne hele toffe man gaat zijn ja.,anger
"De gang is zo lang eh, en hij valt om naar de toilet te gaan.",anger
Wat ben je allemaal aan het doen? Hoe behandelt gij uw mensen? En dan word ik daar kwaad van en reageer ik soms wel heel explosief. ,joy
Oh wa moe ik doen met die vent? Ma echt waar.,joy
"Kom hier. Tga wel lukken. Khen der alle vertrouwen in. Zeg, stel het wel eh.",joy
"Nee ma wij gingen in da bed liggen, we zijn beginnen babbelen en… blijven babbelen. ",neutral
"Ah maar alé, kwist ekik da nie. Ma zeg. Kijk, kga je straks je kaartje ook geven.",fear
Ge kunt sebiet douchen.,fear
"Nu begint het wel toch echt door te dringen da… ja da mijn leven binnen enkele weken nie meer hetzelfde zal uitzien. Of toch alleszins nie meer hoe dat nu is. Tzal wel wa, tga gewoon een verandering zijn eh, kga getrouwd zijn euh… Hopelijk gelukkig getrouwd.",joy
"Ja, eiglik nie ze. Ma kmoet u es iets zeggen. Kheb een tuchtrapport gehad eh omdat ik een celfouillage gehad heb en een lichaamsfouille. Euh ja dan hebben ze een attribuut gevonden eigenlijk. Met nu dus als gevolg: normaal had ekik nieuw verlof ergens eind juli.",love
Ik vind mijn eigen der echt wel chic uitzien nu.,anger
"Ik zalt zo zeggen, dus da we heel blij zijn met die mooie, lieve woorden van jullie en da we gewoon verder gaan doen zoals we bezig zijn en en… Ja. We gaan ons best nog doen eh. Alé kom es hier.",anger
Nee? Ewel dan laat ge me hier tot einde van straf. Is da goed? Zijt ge dan content? Dan kunt ge nog ene drinken op mijn kosten.,other
"Die mens, die is goed zot. Echt, volgens mij is die een keer in zijn kreeftenvijverke gevallen en op zijn kop gevallen, echt waar. Goh, allee, hoe kunde nu zo boertig zijn?",neutral
Ik krijg weer commentaar op mijn kledingstijl.,joy
Gij had een briefje geschreven voor uw verlof vast te leggen.,joy
"Ge kunt hier eten van de grond, zeggen ze.",anger
Constant een smile op mijn gezicht. Ik weet nog da ik na tien minuten zei tegen mezelf van: amai mijn kaken doen pijn van heel de tijd zo te lachen.,joy
"Mannen! Shrimp from Sri Lanka. No good eh. Warm in de zon. Dood. Zo rot als maar zijn kan eh. Echt waar. Fret da nie op thuis, denkt es goe na. En wij hebben daar gisteren van zitten smullen eh.",sadness
"Ik moet zeggen, Franse bulldogs, das nie echt mijne meest favorieten hond van uitzicht. Ma das zo een schattig beestje, das zo’n lief beestje da… Kwas der direct mee weg.",joy
Ja das das kut als ge hier dan zit eh… amai. En kijkte graag films?,sadness
Kheb wa fotootjes mee? Magk?,anger
"Ik ben wekelijks twee, drie keer naar buiten geweest. Van zes uur ’s morgens tot acht uur ’s avonds. Ik ben nog maar één keer te laat gekomen, omdat de trein niet kom van euh Antwerpen. Maar alles is om zeep.",joy
"Aja voila. En tis ook gelukt eh. Sorry wih ma, how, kheb het je de vorige keer al gezegd eh.",neutral
Jah. Zoiets raar eh eten met uw handen. En die kneden da zo in hun handen.,joy
"Kging me mn verjaardag, en ton e meisje leren kennen, dan de jacuzzi weet je wel. In de jacuzzi een glaasje cava ma nie overdreven, echt nie. Twas 0,18 toen dak blaasde. Echt belachelijk.",neutral
"Maar eiglik ga ik aan Paulien iets anders vertellen, waar da ze nog helemaal niets van weet. Namelijk dakik ga meedoen aan Blind Getrouwd.",joy
"Euh ja da valt nog af te wachten, tis te zien, ma ça va. Tzal in ieder geval beter zijn als hier. En wa gade gij doen?",anger
Bye. Tot nooit meer.,joy
"Ja dat ben ik nou kwijt, dat ben ik nou kwijt dusja we gaan wel zien hoe het afloopt. Al geeft ie me een jaar, twee jaar, het maakt me niks uit. Het maakt me echt niks uit. Het maakt me echt nie uit.",joy
"Komt wel goe. We gaan vertrekken, jong.",sadness
"Neje, er is zelfs bij gekomen. Een beetje eten afgelegd voor vandenavond nog. Moeste nog wa honger hebben.",neutral
Ik vind da vies…,sadness
"Oké ma we gaan zorgen daje nog kunt douchen en uw tanden poetsen, daje proper bent.",neutral
"Nja, das wel ook wa moeilijk.",neutral
Ik ga zeker en vast nie meer weglopen. Ik kan nie meer.,joy
"Die drie kleinsten, da waren kuikentjes.",joy
Ja kzin nog es na de markt geweest. Kheb daar nog ne klapke gedaan eh.,anger
We gaan zien wa dat er uit komt en hopelijk euh wie weet mijn droomprins.,anger
"Ik vond het een beetje over de top. Alé, een beetje veel eigenlijk. Ook de agressie da ge gebruikt naar de bewaking toe. Ik heb van u toch…",neutral
"Ah oei, je lag te slapen. Oh sorry, je siësta onderbroken.",fear
"Kdenk dat da goed is dat da besef daar wel is ook eh. Zo van oke, tga nodig zijn om om misschien wa meer na elkaar te openen. Hoe denk je da jullie da zouden kunnen doen? Euh daar om daarin te groeien?",joy
"Ma grote straffen is da nie meestal Oudenaarde, Leuven enzo?",sadness
Is dat de zoon? - Ja. - Oh my god… - Tis een groten geworden eh? - <b> Ma zeg. </b>,fear
"Als je bijna één derde van je leven in de gevangenis hebt gezeten, dan dan… dan kunde da alleen maar op die manier zien eh. Das altijd aftellen eh.",sadness
